buyer_name_clean,ocid,start_date,end_date,co2_pm
CANTERBURY CITY COUNCIL,ocds-0c46vo-0001-bda85f6b-a7d3-45cc-be0f-773392ba1b49,2019-11-01,2025-10-31,14.84323853947969
HARROGATE BOROUGH COUNCIL,ocds-0c46vo-0001-c1c8cb83-8617-43b2-b1e9-2a5b6ca0d564,2019-11-01,2023-11-01,12.820928435441477
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-0d0fb29c-6f84-40eb-b1c7-6e4e0f902910,2019-11-01,2021-10-31,137.8651510849315
EAST RIDING OF YORKSHIRE COUNCIL,ocds-0c46vo-0001-a0d6e9f4-d30a-4771-aae6-4035594d8043,2019-11-01,2023-03-31,61.02869181380417
MIDDLESBROUGH COUNCIL,ocds-0c46vo-0001-a506aa00-7f82-4a9e-b995-3b3745b43439,2019-11-01,2024-10-31,0.39178575246440306
SOUTH TYNESIDE COUNCIL,ocds-0c46vo-0001-5443d292-4e3c-4385-a5c2-de2e8238d969,2019-11-01,2021-10-31,11.00001205479452
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-4f06fb38-926b-4e44-ae69-18f74cea24df,2019-11-03,2026-10-31,3.537354358145967
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-a0d5ca98-46a3-445a-8e79-b116e661d18b,2019-11-03,2021-12-23,1.6959199123175417
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-58adfda3-2c53-4b07-a03e-cdda3ef66176,2019-11-03,2026-10-31,1.843473535512921
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c4eef8a2-8fb1-4c34-a026-725720ae7836,2019-11-03,2026-10-31,1.8837393392325763
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c64a4e69-a8db-48ec-9de5-1f79bfd7dc90,2019-11-03,2026-10-31,3.3004793882988257
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-898fd938-0e31-451e-b32b-e7ffd92f1fdd,2019-11-03,2026-10-31,1.2044727373531714
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-20d3b251-d4b6-46ef-9f50-0a02e655b220,2019-11-03,2024-11-02,7.359975207009857
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-a6e3aa14-3496-4e10-95d4-e938b4b51df7,2019-11-03,2026-10-31,0.8473325652310102
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-b7cd86e8-f9a5-4f77-9388-85e7aeccad3c,2019-11-03,2026-10-31,2.139829850889585
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-8ca09c6e-7354-4eea-93da-d54d944a9c35,2019-11-04,2023-08-31,0.630639481225616
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-a864503f-746e-4f96-8d88-27017daed26c,2019-11-04,2024-07-31,1.107463085407279
SUFFOLK SOURCING,ocds-0c46vo-0001-3f3bbefb-45bd-4063-a8b7-77d9400453b7,2019-11-04,2021-07-31,1.0007161360440944
BUCKINGHAMSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-e4622223-de68-4d75-8c4f-fbd0652c8968,2019-11-04,2021-12-31,0.004147664443857868
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-fd60cde4-18c7-4296-bfba-fbd65e336b5a,2019-11-04,2024-07-31,3.4000467286741767
SUFFOLK SOURCING,ocds-0c46vo-0001-11d58ca1-a64e-4088-9090-9fcf8749b310,2019-11-06,2024-02-03,0.1713253006567742
BUCKINGHAMSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-d8f5d387-912f-4629-895e-63abbff95264,2019-11-07,2021-07-31,0.002742585284050633
SUFFOLK SOURCING,ocds-0c46vo-0001-09bae630-bd1f-4ea6-99c7-8c26a9e1c7fd,2019-11-11,2022-07-31,2.8232394987915406
ADVANCE NORTHUMBERLAND LIMITED,ocds-0c46vo-0001-d870f97e-94f0-480c-b557-5f90a9817e1a,2019-11-11,2021-10-05,5.3043663188215415
SUFFOLK SOURCING,ocds-0c46vo-0001-6e28b50b-bf0c-4a10-8c3c-70b84d68ee89,2019-11-14,2022-07-31,2.068607691207273
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-81c0c2f3-602f-4da8-a15c-34e024074d3a,2019-11-16,2021-08-31,1.7580294495412843
SUFFOLK SOURCING,ocds-0c46vo-0001-0b30fd1b-caeb-4b32-a44e-b471070082d4,2019-11-18,2021-07-31,0.5221915545507246
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-79a653f8-3f97-44b1-a391-b26cc30c0f30,2019-11-18,2021-08-31,0.9205063768711657
SUFFOLK SOURCING,ocds-0c46vo-0001-f5e373a8-8bbb-4cf3-919e-e2170fa0b827,2019-11-18,2023-07-31,1.7605037816487048
SUFFOLK SOURCING,ocds-0c46vo-0001-38278027-ee86-474a-a794-98c2acc9d1b6,2019-11-18,2022-08-31,0.7560999436460177
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-da1c977c-3760-49b1-9f38-ad5ad7ee29ed,2019-11-18,2021-08-31,1.534177294785276
SUFFOLK SOURCING,ocds-0c46vo-0001-6f35ea02-fba8-4439-b9fc-8f168989da90,2019-11-20,2024-03-31,0.3394647612185311
SUFFOLK SOURCING,ocds-0c46vo-0001-d5381255-4087-48e0-be00-32994bf4cddf,2019-11-25,2024-07-31,0.48261164
WORCESTER CITY COUNCIL,ocds-0c46vo-0001-e0ed686b-8749-4ca7-b2de-3598223300c8,2019-11-25,2022-11-24,0.7888897534246574
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-3db07910-3e25-4dcf-9be4-9864c5317682,2019-11-25,2021-07-31,1.5151083379153094
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-3270e5be-454b-49b1-af79-fbb83a7ffa52,2019-11-25,2021-08-31,2.867148878511628
SUFFOLK SOURCING,ocds-0c46vo-0001-470e456d-1515-4870-bf12-b78c235ea2e9,2019-11-25,2021-08-31,2.354999557562791
SUFFOLK SOURCING,ocds-0c46vo-0001-b616ab44-3cb5-41f5-b5d1-922c4263e864,2019-11-27,2021-07-31,0.30467573421764704
SUFFOLK SOURCING,ocds-0c46vo-0001-a7646073-f885-4fa0-8d7b-61d7c543de49,2019-11-29,2021-07-31,2.4932420995302293
BRISTOL CITY COUNCIL,ocds-0c46vo-0001-df90cfa8-966c-4f72-9b8f-f69a321c412e,2019-12-01,2022-11-30,10.500011506849313
LEICESTER CITY COUNCIL,ocds-0c46vo-0001-661fd788-e992-4df2-9152-67ec61643df7,2019-12-01,2023-11-30,139.70200143124933
LEICESTER CITY COUNCIL,ocds-0c46vo-0001-c4440f45-e76b-4c42-9d3c-537d207decc3,2019-12-01,2023-11-30,1.3970152809739727
LEEDS CITY COUNCIL,ocds-0c46vo-0001-80b57f0d-1c0a-4dce-a3e8-a6a2d9706e8e,2019-12-01,2021-11-30,663.3340602739727
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-33090c5d-71d2-484b-a268-a2b59c2be840,2019-12-01,2024-11-30,1.4535251416429353
EAST RIDING OF YORKSHIRE COUNCIL,ocds-0c46vo-0001-f97b04af-42ea-4aed-bee0-1d87ab2f3a93,2019-12-01,2023-11-30,2.996669950684932
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-b343c0b7-8706-4624-843f-33171d560ecd,2019-12-02,2021-08-31,1.60688851645768
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-e2312149-1213-4603-bcd5-e9dd8edae689,2019-12-02,2023-07-03,1.249199229946524
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-a553fe9f-419b-48eb-b29a-44e0b377f101,2019-12-02,2021-08-31,1.8070437514796238
SUFFOLK SOURCING,ocds-0c46vo-0001-46725646-9a68-4f6a-8891-12ee9f1d2cf2,2019-12-02,2023-08-31,1.7565644249999999
SUFFOLK SOURCING,ocds-0c46vo-0001-c26a84a7-b167-4045-87e4-b933a1624a1f,2019-12-02,2023-07-31,1.6523472558157069
SUFFOLK SOURCING,ocds-0c46vo-0001-1663f309-0e29-4d45-8e6d-a37a57454b06,2019-12-03,2024-07-31,1.9313914673548767
SUFFOLK SOURCING,ocds-0c46vo-0001-914e2ffa-24d0-4163-834c-4e25b19ec501,2019-12-03,2022-07-21,0.4046263019063476
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-0f74eac9-610b-4159-9d9b-111eb5cfc3b8,2019-12-09,2024-07-31,2.5791066
SUFFOLK SOURCING,ocds-0c46vo-0001-7d847ac9-4c20-43dc-81ea-457f45556dd5,2019-12-09,2021-08-31,2.8273069811410463
SUFFOLK SOURCING,ocds-0c46vo-0001-f81896b6-b7ee-43a7-a62e-ba3ba60087ab,2019-12-09,2021-07-31,3.2428095537600004
SUFFOLK SOURCING,ocds-0c46vo-0001-b1e82d11-bc5e-4478-8423-b18439c19a62,2019-12-09,2023-08-31,2.487176017366642
SUFFOLK SOURCING,ocds-0c46vo-0001-dd76d7ef-65fb-4c13-aea0-514fefb2bccd,2019-12-09,2024-08-31,0.8011198704111175
SUFFOLK SOURCING,ocds-0c46vo-0001-a18bf700-41dd-4311-be05-aa0d7aaad3fe,2019-12-10,2022-07-31,0.30365837219502073
SUFFOLK SOURCING,ocds-0c46vo-0001-0487c81b-f344-4796-9df0-feaf6c98588d,2019-12-10,2022-07-29,0.13523985714760914
SUFFOLK SOURCING,ocds-0c46vo-0001-5c9ed856-0b74-46b4-891f-0c5fcd67904c,2019-12-11,2021-07-31,0.29860078459123746
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-cc188122-7d70-489f-a978-9d5ad5f9a46a,2019-12-12,2021-07-31,1.0613746974874372
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-1e2b87d5-fab3-47b4-a7ab-27e7b8c998c3,2019-12-12,2023-08-31,1.3318375420206185
SOUTHAMPTON CITY COUNCIL,ocds-0c46vo-0001-1d0f6a90-7c2e-4062-bfc8-fd50cefee017,2019-12-13,2023-12-12,6.475007095890412
BRISTOL CITY COUNCIL,ocds-0c46vo-0001-706e5191-85de-403a-a8a8-ffefa51c1cb1,2019-12-13,2022-12-30,2.9104928571428568
FCO SERVICES,ocds-0c46vo-0001-8733d11f-fd19-4863-a822-76e414a63df7,2019-12-14,2022-12-13,2.1000023013698628
RICHMONDSHIRE DISTRICT COUNCIL,ocds-0c46vo-0001-fcbaf3ae-3c60-49a3-8a10-0a994241227e,2019-12-15,2023-11-30,0.42070124481327803
SUFFOLK SOURCING,ocds-0c46vo-0001-ee9598ff-7d82-48ea-ab24-d82390e95f16,2019-12-16,2021-08-31,0.5628147065261538
SUFFOLK SOURCING,ocds-0c46vo-0001-c4d5a074-6c86-45db-a229-31e0c879260b,2019-12-16,2021-08-31,0.5456650691423076
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-99179985-6d41-4561-a0bb-57a9e555b02e,2019-12-16,2021-08-31,3.490199337692308
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c5c7f325-b99b-4a35-84d9-89bdbd08965e,2019-12-16,2023-11-03,2.3964412722143864
SUFFOLK SOURCING,ocds-0c46vo-0001-e5e60c83-57f2-4c1a-beea-726e56dd7a74,2019-12-16,2022-08-31,0.31453660354459057
SUFFOLK SOURCING,ocds-0c46vo-0001-9bfc8848-4d70-4948-b427-775c9634c385,2019-12-16,2023-08-31,2.9868831883595273
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-57c34cc7-a567-4b66-821f-5969744ff3ea,2019-12-17,2023-08-31,2.9317382461197337
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-4c748b18-7d17-49a2-b9a3-54e1ae358056,2020-01-01,2021-08-31,8.980750795855263
SUFFOLK SOURCING,ocds-0c46vo-0001-67f3db12-148d-4d89-b764-5e011bb3a145,2020-01-02,2024-03-02,0.91571300352
SUFFOLK SOURCING,ocds-0c46vo-0001-15ddc248-0aba-4033-845c-9c0209e6b31b,2020-01-06,2021-07-31,1.3141111953650348
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-665f1b85-bd9d-489f-979e-91e5672376a9,2020-01-06,2021-08-31,1.1439887329552239
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-60730e05-690e-43ec-8102-5f3039a8a51b,2020-01-06,2024-12-25,15.741168132119007
SUFFOLK SOURCING,ocds-0c46vo-0001-0c3cfb4b-dc99-4500-a0cc-da7e6a469829,2020-01-06,2023-07-31,0.7995467203006451
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-00a1e2f7-f43b-4266-8ad7-7327670115f9,2020-01-06,2021-08-31,0.44202099269791045
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-744a73f5-0859-44c7-b423-f84c18fee97d,2020-01-06,2025-07-31,1.1762061586424002
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-5b9feb86-0599-44b7-987a-2d9826eef4ea,2020-01-06,2024-07-31,1.0239924291366906
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-544449cf-a7bb-4363-8752-caf21d512574,2020-01-06,2025-07-31,1.823879888588293
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-436ddf25-1c33-4f1f-b63d-f08c6f89752e,2020-01-06,2022-07-31,2.8124118334258275
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-51bb1e42-125b-4bf3-b496-f489d3350a66,2020-01-06,2024-12-25,7.144904569142281
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-17040bbb-f43a-4823-a646-ee13c00a6606,2020-01-06,2021-07-31,1.9448395439160837
DERBY CITY COUNCIL,ocds-0c46vo-0001-b0c2f20f-254d-44f0-b17b-46aefbcd905f,2020-01-06,2021-07-31,0.9609847943916083
WEST MIDLANDS FIRE AND RESCUE AUTHORITY,ocds-0c46vo-0001-04aadd63-0c78-497f-8f7c-c16b6789cf2e,2020-01-06,2024-01-05,54.3750595890411
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-374b2f7f-5e26-4a65-af51-d03f58b3614c,2020-01-06,2024-12-31,7.043210515393344
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-6faae60f-5e40-437d-bb8d-83b9433b0f5d,2020-01-06,2024-12-25,6.48113454971286
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-28583bf5-c5e3-4498-af87-3abbc28ddc84,2020-01-06,2024-12-25,6.926741537497786
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-82bf2f68-fa49-4821-be6d-3fd26fdd94e0,2020-01-06,2022-07-31,1.8312460388598506
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-4de6894b-5800-439b-9b20-749c8e1399c7,2020-01-06,2024-10-31,3.739595007272727
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c1866f8d-637d-429d-ac68-57d2367f6503,2020-01-06,2025-07-31,1.6098779816606
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-badc6a61-ca65-479f-b6bc-7dbe75f3dfd9,2020-01-07,2024-07-31,0.9890788283719255
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-76106d8f-fe11-44e3-b7c1-e4119b680fe9,2020-01-07,2025-12-31,2.660021015774828
SUFFOLK SOURCING,ocds-0c46vo-0001-3fece1d8-6ade-4b90-8ca9-c32b9104ea02,2020-01-07,2021-07-31,1.5116130400980734
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-1c4e693d-6aca-4ab8-bb0e-7227c3584a66,2020-01-07,2021-08-31,3.1429505373488373
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-ca3d2bea-52f9-41ec-9a62-af8073f35f39,2020-01-07,2023-07-31,1.7910549989239046
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-8a9d8fee-7be4-4eb7-b05f-fcdbc37fbeb7,2020-01-07,2023-07-31,2.518671092236741
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-b93580ec-7528-4ae1-99cb-6c2fe5b396b9,2020-01-07,2026-07-31,1.3366597877346684
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-610df037-09df-4f02-8c37-4c1acd0c5f6c,2020-01-07,2023-07-31,1.6159322397528055
SUFFOLK SOURCING,ocds-0c46vo-0001-76f0d50b-446d-4b07-9ae1-f5cb38025002,2020-01-07,2021-07-31,1.3164126160224168
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-13eec559-14fa-4613-8526-42f571e3ab91,2020-01-07,2021-07-31,2.416289863397548
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-ba9fa331-f01e-4f5c-aa1d-2f207b69fb4d,2020-01-07,2026-07-31,1.2791002753441802
SUFFOLK SOURCING,ocds-0c46vo-0001-70959844-a9d9-4516-a066-317a607c857a,2020-01-07,2022-07-31,2.381000558030769
SUFFOLK SOURCING,ocds-0c46vo-0001-9de06977-1ff2-4eed-bda1-8c8e5445e974,2020-01-07,2022-07-31,1.324452306153846
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-f1126971-5a5a-4502-8eea-0a49abc7b36d,2020-01-07,2024-07-31,1.3104543455308937
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-d45a2005-17e6-4610-baca-436b2499db41,2020-01-07,2024-07-31,1.441499780083983
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-9cc2170e-ead1-4c21-8adf-bcab30e51071,2020-01-08,2026-07-31,2.068208652170284
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-3afef013-6e95-4760-bce8-a63b8f38bf8b,2020-01-08,2021-08-31,2.7467342913144757
WEST LONDON WASTE AUTHORITY,ocds-0c46vo-0001-dd854f63-67a8-4f97-ab63-cb3183bced91,2020-01-10,2022-01-09,0.6250006849315068
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-7bb5897a-7ffd-4cec-8b8b-40734f0aaf20,2020-01-13,2021-08-31,2.6047310424161076
WEST YORKSHIRE COMBINED AUTHORITY,ocds-0c46vo-0001-c72b6a15-dc18-4cca-8b22-5e533dc0e038,2020-01-13,2027-01-12,60.51338204366197
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-5bd22ccc-5921-475d-a885-0bf5536a2392,2020-01-13,2023-07-31,1.213521762317838
SUFFOLK SOURCING,ocds-0c46vo-0001-962fe898-de34-4440-bb17-f9d630f555fe,2020-01-13,2023-08-31,1.8086876382298642
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-44ff9851-d576-4719-9b10-6aab732681ed,2020-01-13,2023-07-31,2.367570162162162
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-8f2ca24b-f82b-4925-99fd-3597066372a2,2020-01-15,2025-07-31,2.020671933800158
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-842d6480-b269-412e-b838-d976a067f29c,2020-01-15,2021-08-31,2.0444323751515148
SUFFOLK SOURCING,ocds-0c46vo-0001-7aba266f-c600-4bb8-a512-1eb320902811,2020-01-16,2023-07-31,0.49972848882352944
SUFFOLK SOURCING,ocds-0c46vo-0001-7eff9501-3964-43aa-9b93-970f2cd03a4a,2020-01-17,2024-02-03,0.4914566901382409
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-2baa59de-5c89-49b7-a4a3-c0524017eadc,2020-01-17,2024-12-31,28.36139681658411
DARLINGTON BOROUGH COUNCIL,ocds-0c46vo-0001-06fc589b-fa1e-46f5-80ff-0861769c82cd,2020-01-20,2024-03-31,2.58168690234987
DERBY CITY COUNCIL,ocds-0c46vo-0001-0f14647e-cca0-499e-9835-1cb641c967f5,2020-01-20,2024-07-31,1.0739044416928658
DERBY CITY COUNCIL,ocds-0c46vo-0001-2c94e7a2-3cd5-40fb-ab5d-569341b1e157,2020-01-20,2022-07-31,1.7674654011932829
DARLINGTON BOROUGH COUNCIL,ocds-0c46vo-0001-f3dda986-93d6-4429-a357-7cd519c94b0a,2020-01-20,2024-03-31,3.108697923759791
DARLINGTON BOROUGH COUNCIL,ocds-0c46vo-0001-402391f1-cd83-4ef7-9c02-97f14fb47752,2020-01-20,2024-03-31,1.4409415268929504
DARLINGTON BOROUGH COUNCIL,ocds-0c46vo-0001-8e190953-2c87-404b-944d-06e4c31d0e72,2020-01-20,2024-03-31,2.1614122903394257
SUFFOLK SOURCING,ocds-0c46vo-0001-d9de2c4c-3cc7-499d-a98e-bf1c4c69e422,2020-01-20,2021-07-30,0.9412685360143626
SUFFOLK SOURCING,ocds-0c46vo-0001-3d72bed3-b81f-483c-9725-759f43f8b4f7,2020-01-20,2023-08-31,2.9514214603596662
SUFFOLK SOURCING,ocds-0c46vo-0001-aafd6050-bc25-4b4b-848e-fa2bd9b318c5,2020-01-21,2023-07-31,0.6812149656503497
FCO SERVICES,ocds-0c46vo-0001-e2dac581-28df-444c-bb26-d00f9b7e4c43,2020-01-21,2022-12-12,2.1775592045454544
SUFFOLK SOURCING,ocds-0c46vo-0001-0abb11de-bdaf-476f-9446-ac30dca861c7,2020-01-21,2021-08-31,0.5947264374685715
SUFFOLK SOURCING,ocds-0c46vo-0001-b7413c5e-d624-4785-8f1a-25e8cbf8dee1,2020-01-21,2021-08-31,0.5087323432285714
SUFFOLK SOURCING,ocds-0c46vo-0001-f3dbbd3c-c270-4de8-9649-61cb13762b93,2020-01-22,2023-07-28,1.5759169647544815
SUFFOLK SOURCING,ocds-0c46vo-0001-4c84df14-3f95-4d0c-b89a-90351923893a,2020-01-23,2024-04-06,0.3419887060520912
SUFFOLK SOURCING,ocds-0c46vo-0001-f750e59a-8015-4df2-8389-d3fc6e75ed53,2020-01-24,2024-07-31,1.0524126215094545
SUFFOLK SOURCING,ocds-0c46vo-0001-13c3add3-67dd-47cb-8491-4609bd37b3b4,2020-01-27,2022-07-29,0.863082182166302
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-9f2e6af5-25b8-46c2-881b-acc149b827b0,2020-01-27,2021-08-31,3.1195618379381442
SUFFOLK SOURCING,ocds-0c46vo-0001-6da2964a-1882-4f4b-8e72-b420ac0c7925,2020-01-27,2024-07-31,1.6446957914754097
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-2f126d87-9e2d-496a-be36-02ac27756c1e,2020-01-27,2021-08-31,1.7811266941855672
SUFFOLK SOURCING,ocds-0c46vo-0001-64d6c0b3-b43b-455b-856f-8bca6c557b96,2020-01-28,2021-07-31,0.9254452414581819
BUCKINGHAMSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-4e94d81e-8ef7-4ce1-a28b-1424a300f583,2020-01-29,2021-07-31,0.008023360340983606
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-5fb3b677-5be5-4aef-bd3b-88505f49de15,2020-01-29,2023-07-31,2.170270118797811
SUFFOLK SOURCING,ocds-0c46vo-0001-5d69bd05-78f2-4bab-8f48-3d087f15fcf7,2020-01-31,2021-07-31,0.7587937931627057
WARRINGTON BOROUGH COUNCIL,ocds-0c46vo-0001-0ac09a19-ecd3-4be2-b50b-9ce9a4c56bd6,2020-02-01,2023-01-31,555.5561643835616
DEVON COUNTY COUNCIL,ocds-0c46vo-0001-0a3e2736-8ca1-47f6-b902-e11e40de660b,2020-02-01,2022-03-31,6.746416349809886
DARLINGTON BOROUGH COUNCIL,ocds-0c46vo-0001-aaeb9ffb-903f-4c80-8e58-bafa6ff534da,2020-02-03,2024-03-31,2.1813462640316206
SUFFOLK SOURCING,ocds-0c46vo-0001-e4de7504-2ad3-4a12-a1d8-feb03b8f965d,2020-02-03,2022-07-31,0.8010734851485148
DARLINGTON BOROUGH COUNCIL,ocds-0c46vo-0001-52b96355-b038-45c3-920a-a78aa899a17c,2020-02-03,2024-02-02,2.2680024854794523
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-55c0c11c-487e-417e-adab-43789fc205a0,2020-02-03,2021-08-31,4.06347645312
DARLINGTON BOROUGH COUNCIL,ocds-0c46vo-0001-c5e600fc-ef62-4bc4-8cf9-3bec4f3b9220,2020-02-03,2024-03-31,2.423718071146245
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-e7d687f7-495c-44f8-91be-3cf35a630c74,2020-02-03,2024-07-31,1.5504504796097562
SUFFOLK SOURCING,ocds-0c46vo-0001-36b6f92f-2176-4f2c-a107-d7ee0e348848,2020-02-03,2025-02-01,0.27664030316712335
SUFFOLK SOURCING,ocds-0c46vo-0001-2298cda1-93ea-4e49-8488-a5ffb2942837,2020-02-03,2022-07-31,1.0040121013861385
SOUTH TYNESIDE COUNCIL,ocds-0c46vo-0001-6191a15e-f9d1-472c-ad79-26051ee286cd,2020-02-03,2021-08-31,3.4992429652173915
SUFFOLK SOURCING,ocds-0c46vo-0001-8ad8d8a8-78b3-48ff-9673-ec5033f60a0a,2020-02-03,2024-07-30,2.132546571323978
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-dbfc6c94-358e-4950-aede-c8513670ab0c,2020-02-03,2023-01-31,0.49395830283623055
SUFFOLK SOURCING,ocds-0c46vo-0001-455c0cfe-dbc6-492c-b50f-765e1c7bff88,2020-02-04,2022-07-31,0.9088831546255507
BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ocds-0c46vo-0001-4638cf44-95a4-43b6-822c-bc27f68cc142,2020-02-10,2025-02-09,4.967283647316538
SUFFOLK SOURCING,ocds-0c46vo-0001-ca6120fb-3715-4668-adfa-786c1ca45959,2020-02-10,2021-07-31,0.7445382833430167
SUFFOLK SOURCING,ocds-0c46vo-0001-068880ed-8aff-418b-b11d-5ffe167b2d31,2020-02-10,2022-07-31,1.8859161155356097
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-9a433f18-3059-4118-94d2-8469db66b697,2020-02-10,2022-07-31,1.2006133778235033
BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ocds-0c46vo-0001-4ed73288-3a1e-4a32-8d33-20071fc8af10,2020-02-10,2025-02-09,4.967283647316538
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-f174e495-0ec9-4acc-8186-e8e51927f215,2020-02-10,2026-07-31,2.003040884911993
SUFFOLK SOURCING,ocds-0c46vo-0001-de01991e-b6a8-4b78-95cb-966b08fcd64b,2020-02-10,2026-07-31,1.7225995390689801
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-e2dbe308-e578-4d7f-a945-5d2691380e6b,2020-02-10,2023-07-31,1.324971617767956
SUFFOLK SOURCING,ocds-0c46vo-0001-9270e738-cbb2-40ae-b250-d2f0dbbe0dfa,2020-02-14,2023-07-31,0.022361230760380046
FORESTRY COMMISSION,ocds-0c46vo-0001-8d6bf6f2-752d-4f26-81fd-7677c5e0047b,2020-02-17,2024-02-16,109.37511986301371
SUFFOLK SOURCING,ocds-0c46vo-0001-ecc9f24e-e315-4bd7-9c84-eff469f83277,2020-02-18,2023-03-04,0.21104415200172974
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-0b5e9bdd-8e25-46d1-989b-f4f0d6862ce8,2020-02-24,2024-07-31,1.048955689378629
